unique_book_id,published_year,book_id,published_by,available
35131,1910-09-07,521086,Horn and Sons,Available
559423,1931-08-31,859940,Roach PLC,Unavailable
690497,2022-02-20,399849,Farrell-French,Available
559429,1998-02-05,360697,Davis-Wilson,Available
821574,1910-01-18,499822,"Choi, Baker and Church",Available
559432,1921-01-14,322999,Anderson Inc,Unavailable
35148,1957-05-21,335063,"Duncan, Dean and Monroe",Available
559439,1990-09-21,811404,"Rivera, Waters and Moss",Unavailable
821584,1914-08-06,622654,Williams-Anderson,Unavailable
952657,1911-07-30,160950,Rodriguez-Williams,Available
166230,1902-09-23,867969,Dalton-Mcpherson,Available
559454,2014-11-08,399705,Quinn Inc,Available
690532,1954-12-09,817983,"Hogan, Fernandez and Torres",Available
690537,2020-06-22,430148,Lambert PLC,Unavailable
952682,1913-12-03,233415,Washington and Sons,Unavailable
428395,1981-11-09,20975,Norton Group,Available
35181,1967-04-15,743616,Rivera-Marshall,Available
821614,1952-01-18,778976,Hogan-Thompson,Available
428399,1947-06-17,988041,"Carr, Martin and Martin",Unavailable
559471,2000-02-02,954437,Gates-Fox,Unavailable
35194,1983-03-23,897942,"Jones, Thomas and Johnson",Available
428411,2015-08-18,274387,Mejia Ltd,Unavailable
559486,1952-08-20,388880,Gonzalez PLC,Unavailable
297344,1962-04-14,923602,"Carter, Madden and Ramos",Unavailable
166272,1985-12-27,295821,French Ltd,Unavailable
35202,1960-11-06,721628,"Wilson, Morgan and Reid",Unavailable
35204,2011-03-02,932997,Ortiz LLC,Available
690565,1978-02-22,694100,Miller LLC,Available
428424,1963-05-09,223327,Medina-Ramirez,Unavailable
821641,2016-11-23,367307,Collins Group,Unavailable
690568,1996-03-17,731045,"Beard, Brown and Buck",Available
690579,1919-07-18,464868,Erickson Ltd,Unavailable
690580,1923-09-17,178329,Dodson and Sons,Unavailable
952726,1975-03-18,354671,Armstrong-Taylor,Available
297366,1928-07-13,664199,"Rodriguez, Jackson and Madden",Available
821659,1985-07-07,600983,Smith-Vance,Available
952736,1928-03-05,518044,Rodriguez and Sons,Available
821665,1991-09-08,439694,"Rodriguez, Hernandez and Parsons",Unavailable
297377,1937-05-27,163933,"Dean, Ellis and Harvey",Unavailable
428456,2015-09-04,6167,Long-Waters,Unavailable
690601,1907-03-22,144132,Ortiz-Ferguson,Available
690609,2010-08-30,706474,Rivas-Thomas,Unavailable
166322,1997-11-24,857431,Payne-Jordan,Available
297395,1941-05-22,234019,Bishop and Sons,Available
821695,1912-12-26,528449,Gonzalez-Blair,Unavailable
428485,1901-07-11,389748,Cunningham-Miller,Available
821702,1959-09-17,863084,Velazquez and Sons,Available
559559,1920-11-10,101613,"Martinez, Bond and Yates",Available
297417,1907-04-17,431209,"Hines, Carlson and Chen",Unavailable
821706,1910-07-18,85475,"Hayes, Esparza and Campbell",Available
821713,1906-04-29,607769,Drake LLC,Available
35282,2018-09-24,495202,Arnold-Ramirez,Available
166356,1947-06-28,827401,Ramsey-Williams,Unavailable
690652,1949-08-01,878159,Bailey-Perez,Unavailable
297444,1942-05-14,75271,Taylor-Wiley,Unavailable
559597,1941-11-20,848660,"Smith, Beard and Smith",Unavailable
428527,2005-01-03,659551,Harris PLC,Available
297457,2017-12-27,740925,Cook and Sons,Unavailable
166394,1962-10-20,459254,"Garner, Jackson and Boyd",Unavailable
428539,1983-05-06,104108,West-Martinez,Unavailable
35323,1989-10-13,812433,"Thomas, Rocha and Mccarthy",Available
952826,1936-07-21,854624,Medina Inc,Available
35328,1974-02-07,605525,Cohen LLC,Unavailable
297472,1998-11-01,591721,Gomez-Zamora,Available
952833,1998-05-28,826251,Fletcher Ltd,Unavailable
690692,1948-01-20,921592,Dunn and Sons,Available
690696,1959-11-30,570460,Martinez Ltd,Available
297481,1974-02-07,379106,"Webb, Henderson and Black",Available
35339,1992-02-26,659335,"Rivera, Meadows and Newman",Unavailable
952844,2019-08-09,388106,Burns-Murray,Available
559633,2008-11-04,708806,"Golden, Cox and Martinez",Unavailable
952850,1989-10-02,569576,Brown-Anderson,Unavailable
35347,1964-09-05,98090,"Martin, Cobb and Fowler",Available
297493,1958-11-04,641430,Anderson-Allen,Unavailable
821787,1962-03-25,653453,Maldonado-Guerrero,Available
297500,2022-10-27,535786,Huerta-Keller,Unavailable
297501,1941-03-27,140150,Oneal Ltd,Available
428572,2013-05-21,825178,Schmidt-Cook,Unavailable
690723,1958-11-19,785541,Smith-Gonzalez,Available
166441,1959-11-14,575281,Taylor Group,Available
952876,1966-06-04,432039,Carter PLC,Available
35373,1966-07-29,96216,Scott and Sons,Unavailable
952881,1999-08-15,484532,Grant-Carr,Available
428593,1964-04-21,224605,Salinas LLC,Unavailable
821812,1957-10-06,6500,Wells Group,Available
166455,1900-03-10,798769,Chandler Group,Available
428602,1909-09-30,179336,Wu Group,Available
166459,2007-11-15,833464,"Hood, Dean and Robbins",Unavailable
297531,1919-09-09,307869,Estrada Inc,Unavailable
821824,1989-05-03,933284,Mcfarland-Rogers,Available
35394,2012-08-31,335818,Walker Inc,Available
35397,1924-08-25,165939,Murray LLC,Available
297542,2018-07-07,526518,Wright-White,Available
35398,2000-05-14,837205,Peters-Campbell,Unavailable
428617,1938-12-13,513350,"Morris, Johnson and Mitchell",Unavailable
428621,1941-08-02,631257,"Aguirre, Willis and Kerr",Unavailable
690771,1982-03-18,441764,Jones-Bennett,Unavailable
428627,1939-02-17,465627,Ingram-Gaines,Available
428633,1963-05-19,672699,Rangel and Sons,Available
690780,1987-05-29,925685,"Rodriguez, Williams and Schneider",Available
559711,1909-02-14,651552,Moore and Sons,Available
166497,2010-08-08,727335,"Fisher, Koch and Daugherty",Unavailable
952931,2022-02-04,752139,Smith LLC,Available
166500,1953-06-22,961925,"White, Johnson and Johnson",Available
821864,1978-05-26,479837,Williamson-Martinez,Available
952936,1961-05-11,30258,Garner Group,Unavailable
428650,1917-04-26,217615,Smith Group,Available
428652,1909-10-13,515244,Miller and Sons,Available
952941,2002-10-29,63740,Mccarthy-Lewis,Available
952945,1992-10-14,643507,Lucas-Martin,Available
821873,1928-02-12,500649,Cameron-Price,Available
428659,1944-05-24,355344,Jennings-Valenzuela,Unavailable
690807,1980-12-19,91013,Goodwin Group,Available
428665,1946-10-11,327224,"Campbell, Moore and Morrison",Available
952954,1941-11-25,956934,"Yates, Smith and Vincent",Unavailable
690816,1995-09-24,853135,Casey-Cooper,Unavailable
428672,1972-09-20,78698,"Martin, Grant and Holmes",Unavailable
952963,1903-07-11,490148,Hess-Graves,Available
559748,2017-07-21,529347,Davis-Davis,Unavailable
821895,1952-10-18,320413,"Haynes, Carpenter and Miller",Unavailable
690826,1904-02-17,587521,Wilson-Martin,Unavailable
35474,1981-05-27,986457,"Hooper, Douglas and Baker",Available
559766,1954-07-07,669129,"Kelly, Mcdaniel and West",Available
690838,1967-08-30,88055,Bender PLC,Available
297629,1972-03-17,698587,Delgado-Molina,Unavailable
166564,2020-12-15,634216,"Chase, Jackson and Kaiser",Unavailable
428724,1995-12-26,682452,Maldonado PLC,Available
821943,1969-06-10,531321,Smith LLC,Available
559802,1985-02-07,750543,Kelley-Hubbard,Available
559803,1989-07-18,781795,Deleon and Sons,Available
559807,1904-07-07,132722,"Leonard, Alexander and Morris",Unavailable
690880,1902-09-03,202128,Hall Group,Available
297663,1927-02-25,246312,Williams-Ritter,Available
35527,2010-11-01,667596,Gonzales Ltd,Unavailable
559816,1937-06-04,712599,Morse-Harris,Available
559815,1999-12-26,380272,Armstrong LLC,Available
690893,1914-04-30,912529,Lopez Ltd,Unavailable
428750,2014-05-27,497575,Moreno-Marshall,Unavailable
428757,1948-11-13,984570,Hartman-Page,Available
690903,2014-10-14,314128,Baker-Alexander,Unavailable
559833,1944-05-04,239968,Compton Ltd,Available
559834,1907-07-20,950013,Peters-Dunlap,Unavailable
35548,1957-10-13,965675,Shelton Group,Available
166620,1989-04-18,965338,"Schultz, Martin and West",Unavailable
166624,1926-08-06,194540,Singleton Inc,Available
35555,1915-02-28,569576,Banks and Sons,Available
35559,1953-02-01,262354,Watson-Brock,Available
35563,1957-05-14,108615,Anderson PLC,Available
35567,1986-06-22,864459,"Gomez, Williams and Davis",Available
559857,2021-11-30,71331,Sanders-Watkins,Available
35571,1980-07-31,230330,Brown Ltd,Unavailable
953084,1979-08-30,995191,Johnson-Lewis,Available
35582,1940-02-22,528876,"Cooper, Thomas and Marshall",Available
428800,1955-04-24,743934,Russell-Brown,Unavailable
559872,2022-05-03,789305,Morales-Sanders,Unavailable
166656,1919-04-28,837424,"Olson, Murray and Harper",Available
559875,2007-10-06,699768,"Jensen, Wright and Garrett",Available
35585,1933-05-21,872701,Adams Ltd,Available
690951,1923-12-31,406830,Hernandez LLC,Unavailable
953102,2013-09-10,371485,"Fleming, Wilson and Flowers",Unavailable
822030,2019-03-23,472257,"Cochran, Stanley and Fry",Unavailable
953104,1901-10-13,228613,Phillips-Foster,Available
166677,1983-09-29,677309,Smith-Frey,Unavailable
690966,1975-10-13,513229,"Hughes, Reed and Coleman",Unavailable
166680,1955-01-09,544919,Spence-Mcconnell,Unavailable
559897,1953-11-03,186785,Sanchez-Wood,Available
166681,1958-12-12,247420,"Charles, Cain and Burns",Available
297761,1948-08-15,690230,Richardson-Smith,Unavailable
822053,1971-04-10,633324,"Thompson, Moore and Solomon",Available
690982,2021-08-24,47514,"Mitchell, Clayton and Payne",Available
297769,1976-10-20,898569,Clark Inc,Available
297770,1958-07-30,805214,Allen Ltd,Available
559914,1988-12-13,830498,Phelps-Wheeler,Unavailable
822062,2013-07-12,144903,Campbell LLC,Unavailable
822063,1943-03-07,928358,Cortez-Rosales,Available
297783,1952-09-17,779068,Rodriguez-Smith,Available
297785,2020-08-10,306139,Ferrell-Dean,Unavailable
691002,1989-01-19,887445,"Guzman, Barr and Martin",Available
559930,1949-09-21,673414,Aguilar-Lewis,Unavailable
166723,1960-11-22,452781,"Sims, Lambert and Harmon",Available
35652,1932-12-09,43248,Anderson-Mitchell,Available
35654,1976-10-19,615350,Clay LLC,Available
166728,1930-01-05,438623,"Young, Harvey and Bowen",Available
691016,1911-07-15,780918,Perry-Nelson,Unavailable
953162,1921-01-12,686650,Mosley and Sons,Unavailable
822090,1930-08-01,583530,Howard PLC,Unavailable
35664,1916-12-20,878159,Baker Ltd,Unavailable
166738,1946-04-10,718182,Rodriguez Ltd,Unavailable
559955,1933-09-09,859665,"Jordan, Smith and Moore",Available
559957,1985-07-09,647870,Hall PLC,Unavailable
953177,1919-05-03,967780,"Bennett, Lewis and Guzman",Unavailable
35676,1978-05-09,224214,Taylor Ltd,Available
428894,2014-08-30,398477,"Perkins, Robinson and Pace",Available
953183,2018-11-04,289845,Chase and Sons,Available
166753,1934-06-01,359518,Nelson-Bernard,Available
35682,1982-10-06,21154,"Ortiz, Preston and Edwards",Available
166755,1974-08-02,835744,Alexander LLC,Available
166758,1937-06-16,520361,Spencer-Soto,Unavailable
822118,1942-06-15,314071,Jenkins-Long,Available
691048,1917-05-18,338715,Reid-Martin,Unavailable
559977,2012-01-19,654624,Harmon Group,Unavailable
822125,1942-01-21,733544,"Moore, Martin and Harris",Unavailable
953197,1960-03-19,45526,"Allen, Lee and Lynch",Available
297838,1915-08-22,228824,Turner-Thomas,Unavailable
297847,1912-08-10,422516,Taylor-Melton,Available
953209,1968-10-31,276419,Davis-Ellison,Unavailable
822139,1931-06-11,472231,"Parks, Wallace and Ward",Available
559995,1979-09-30,601767,"Stewart, Patterson and Thompson",Unavailable
953213,1959-05-31,352428,"Schmitt, Kim and Hall",Unavailable
428925,1939-12-13,467325,"Murray, Henderson and Rogers",Unavailable
560008,1973-10-23,845,"Mason, Mccullough and Nelson",Unavailable
953225,1924-01-22,250174,"Jackson, Gay and Riggs",Available
560013,1983-02-11,311561,Blake-Cook,Available
297873,1973-12-24,782903,Sanchez Ltd,Unavailable
297875,1994-01-19,222601,Montgomery and Sons,Available
428948,2017-09-21,556834,Nelson Inc,Unavailable
297878,1922-03-04,133671,Morales LLC,Available
166808,1971-01-24,339973,Ashley-Robinson,Available
691098,1949-08-18,253005,Zavala Ltd,Available
691103,1965-03-25,90233,"Caldwell, Rollins and Aguilar",Unavailable
35743,2005-11-11,272214,Carter PLC,Unavailable
428960,1968-04-07,482710,Guerra Group,Unavailable
35747,1966-11-04,727878,Sullivan-Knight,Available
428964,1962-01-11,260296,"Mahoney, Martin and Foster",Unavailable
35749,1926-03-26,758866,Payne-Castillo,Unavailable
166827,1974-05-01,181061,"Mann, Wilkinson and Blair",Unavailable
166828,1964-12-18,77706,Montgomery PLC,Available
691119,2010-08-29,865846,"Jordan, Collins and Miller",Unavailable
953264,1985-03-14,212343,"Hill, Kramer and Johnson",Unavailable
166833,1999-07-25,410480,"Crawford, Allen and Morris",Unavailable
560050,1973-04-03,156694,Fuller Inc,Available
822195,1950-01-16,152304,Cole PLC,Unavailable
428985,1906-05-16,345417,"Fletcher, Ewing and Cook",Unavailable
297918,2000-10-08,271852,Stewart-Gibson,Available
953283,1994-04-20,332781,Myers-Bentley,Unavailable
297924,1984-01-06,40343,"Knight, Case and Martin",Available
691141,1949-02-02,222514,Scott-Turner,Unavailable
35783,2004-01-05,222497,"Schultz, Zimmerman and Moore",Available
691152,1956-01-09,507192,"Jenkins, Sherman and Dougherty",Available
35800,1902-04-29,654963,"Ferguson, Bridges and Baker",Available
822233,1959-08-30,464822,"Lee, Jordan and Robertson",Available
166875,1976-11-06,389490,King-Harris,Available
691169,1986-12-14,626927,"Lynch, Martin and French",Available
822242,1959-04-27,204419,"Miller, Stanley and Lane",Unavailable
560099,1984-08-05,716773,Martin-Johnson,Unavailable
35810,1990-04-21,866530,Cohen Ltd,Available
822248,1969-04-16,438510,Hernandez Ltd,Available
560108,1911-06-29,243304,Cox-Coffey,Available
953329,1984-02-15,878443,Cook-Mcmahon,Available
822257,1933-06-07,115825,Wilson Group,Available
35826,1936-04-17,335873,"Haynes, Williams and Rivera",Unavailable
429045,1915-07-21,833864,Mccarty-Martinez,Available
429050,1991-07-09,267245,Perez-Davies,Available
429052,1919-01-19,433172,"Coleman, Blankenship and Reed",Available
822268,1952-06-27,982671,Brown-Harris,Unavailable
297983,1978-05-14,813010,"Horne, Pratt and Baker",Available
953344,1925-10-18,395235,Davis-Jacobs,Unavailable
691201,2012-02-13,44931,Anderson-Finley,Unavailable
429055,1906-01-26,106335,Brown-Smith,Available
691207,2007-12-11,955793,Nelson LLC,Available
560136,1993-03-03,288293,"Robinson, Harris and Mason",Unavailable
953358,1903-09-02,96182,Curry PLC,Unavailable
822291,1974-03-22,68118,"Hall, Scott and Thompson",Unavailable
429076,1999-11-16,548468,Jacobs-Mercado,Available
166932,1940-04-13,349757,"Frazier, Mcneil and Mays",Available
953369,1963-08-26,762215,"Robinson, Ross and Norris",Unavailable
429082,1986-08-13,940892,"Small, Welch and Perry",Available
560155,1979-04-28,201601,Mata-Salinas,Unavailable
166942,1983-12-28,847625,Lewis PLC,Available
166944,2020-05-29,423069,"Wood, Johnson and Rodriguez",Unavailable
560161,1914-04-06,483316,Bishop-Wade,Available
822308,1947-08-09,459648,Smith and Sons,Available
953385,1936-09-05,439364,Gordon PLC,Available
166955,1965-03-26,633753,"Miller, Bonilla and Shepherd",Available
166957,1954-03-30,520624,Patrick LLC,Available
691248,1932-12-25,915267,Cooper-Smith,Available
298033,1962-04-07,660133,"West, Clark and Rodriguez",Unavailable
35892,1925-04-17,616746,Johnson-Morris,Unavailable
35893,1995-12-14,97585,Gomez Ltd,Unavailable
298040,2015-01-09,591769,Schmidt Inc,Unavailable
298043,1950-05-15,541902,"Cruz, Garcia and Johnson",Available
429119,1981-12-18,811799,Edwards-Jones,Available
560192,2006-10-26,899706,Scott LLC,Unavailable
298054,2014-01-01,257446,Woodard Group,Unavailable
35916,1921-09-02,921507,Ellis-Huffman,Available
691277,1901-10-15,395135,"Ramsey, Davis and Davis",Available
822352,1999-11-30,19463,Salas Group,Available
429139,2003-04-07,855804,"Escobar, Ortiz and Scott",Available
167002,1985-05-07,370647,Barrett-Houston,Unavailable
691291,1901-07-09,497173,Sutton LLC,Unavailable
35942,2004-09-14,843396,Bradford LLC,Unavailable
822378,1974-12-28,615522,James LLC,Available
167023,1936-06-30,672129,Alvarado-Greene,Available
167026,1914-06-04,864071,Gallegos-Pittman,Available
691322,1930-11-16,186461,Price Ltd,Available
167038,1996-07-27,409108,Edwards-Humphrey,Available
429183,2016-06-29,470175,"Smith, Schmidt and Glover",Unavailable
167040,1942-05-04,716375,Gonzalez Inc,Unavailable
822401,1912-09-09,614347,Black LLC,Unavailable
429188,1943-08-11,398999,Williams Inc,Available
35974,1991-09-30,18644,Stevenson and Sons,Unavailable
167047,2020-05-25,880469,Mclaughlin Group,Unavailable
822407,1945-08-31,495087,Smith and Sons,Available
822408,1985-02-08,158416,Cruz PLC,Available
953487,1947-08-11,873591,"Powell, Cox and Guerra",Unavailable
35985,1967-12-20,626729,"Savage, Davidson and Cabrera",Unavailable
953490,1987-02-21,945643,"Wright, Browning and Lucero",Available
560277,2014-02-04,590984,Clark Group,Unavailable
35990,1961-04-14,902309,Walker-Petersen,Available
167063,1916-01-13,769370,Russo Inc,Available
298136,1947-04-24,265510,Hutchinson PLC,Unavailable
429216,1914-02-26,908175,Phillips Ltd,Available
822433,2013-03-29,234019,"Landry, Singh and Johnson",Unavailable
560290,1930-05-12,459069,Villarreal-Bennett,Available
167073,1977-12-27,762296,Torres Group,Unavailable
953505,1932-10-25,962802,"Gonzalez, Mclaughlin and Case",Available
167079,1957-11-06,448706,Newman-Gonzalez,Unavailable
36017,1971-01-31,488862,Williams-Tate,Available
691378,1975-05-31,860569,"Walker, Welch and Rivera",Available
298164,1917-02-24,954754,Smith Group,Available
36023,1923-10-22,370408,Peterson PLC,Available
298169,1951-01-30,316111,Bates-Brown,Available
36025,2012-06-02,894674,"Ramirez, Richard and Turner",Unavailable
167100,1992-12-18,351514,Lee-Evans,Available
560316,1941-02-28,809084,Jenkins Ltd,Unavailable
822464,1938-11-14,290037,Bass-Rush,Unavailable
429249,2003-07-14,102514,Evans PLC,Unavailable
691399,1992-04-11,78416,Hernandez PLC,Unavailable
298188,2022-03-12,256453,Green PLC,Unavailable
953552,1980-12-31,248389,Moore PLC,Unavailable
36050,1922-04-05,700238,Sullivan-Austin,Unavailable
560339,1967-07-25,258326,"Davis, Miller and Wilson",Available
298198,1952-05-11,889753,Rangel-Curtis,Available
953559,2001-08-14,358231,Brown-Castaneda,Available
298209,1974-08-13,629833,"Miller, Graham and Murray",Unavailable
429283,1998-04-10,186785,Hernandez-Saunders,Available
953576,1979-03-16,250419,Ramirez-Lawson,Unavailable
36073,1929-07-15,897886,Hale PLC,Unavailable
298218,2010-06-03,530950,"Suarez, Ward and Davis",Available
822522,2003-03-17,931843,Davenport LLC,Available
298235,1995-03-29,970808,Short-Robertson,Available
560384,1982-09-10,759340,Knight-Joseph,Available
691457,2004-02-14,625779,"Lawrence, Torres and Fisher",Unavailable
167177,2000-07-11,364539,"Johnson, Lopez and Shields",Available
953610,1954-04-25,989491,Henry-Andrade,Unavailable
298252,1952-01-14,793492,Potter PLC,Unavailable
36112,1975-03-15,130005,Mcgee-Newman,Unavailable
560400,2008-11-15,23701,Kemp PLC,Unavailable
167187,1999-02-23,180492,Bryan LLC,Unavailable
822549,1961-09-07,649217,Cook Inc,Available
298262,1959-06-19,252331,Potter-Knight,Available
429335,1963-12-20,492609,Anderson-Becker,Available
953624,1930-04-26,243304,"Sexton, Jones and Martinez",Unavailable
822556,2019-09-18,64471,Krueger-Burton,Unavailable
298269,2006-01-26,463848,Foster-Moore,Unavailable
298276,1981-10-22,98857,Young and Sons,Available
429351,1916-01-16,716375,Brown Inc,Unavailable
953645,2001-02-18,750590,Becker LLC,Unavailable
691505,1994-02-15,284366,"Lewis, Farrell and Clark",Unavailable
560433,2004-03-21,437677,"Ortiz, Lara and Richard",Available
560434,1945-04-24,445412,"Torres, Thompson and Walters",Available
560437,1908-03-30,72036,Ramos-Orr,Unavailable
822583,2003-03-19,48165,Anderson Ltd,Available
822587,1996-04-05,86808,Mann-Frey,Available
953659,1969-12-05,366652,"Olson, Bowman and Morris",Unavailable
167229,1998-07-25,561149,"Thompson, Moore and Moore",Unavailable
167233,2009-10-08,123867,Fuller PLC,Available
691521,1928-09-03,684458,Garza-Hernandez,Available
953667,1987-07-12,618079,Armstrong PLC,Unavailable
429377,2022-11-30,516855,Carrillo Group,Unavailable
560453,1954-08-07,862002,"Davis, Alexander and Petersen",Available
36162,1912-09-04,816407,"Martin, Kline and Payne",Available
36167,1972-01-04,951876,Russell Group,Unavailable
822600,1930-11-14,627456,"Bray, Wells and Hicks",Unavailable
560450,2013-07-18,439694,Snyder Group,Available
167244,1937-08-02,248381,Jordan PLC,Available
429389,1903-05-08,898086,"Snyder, Orozco and Elliott",Available
560468,1957-04-27,962537,Miller-Bailey,Available
691541,2012-09-19,847682,"Casey, Campbell and Bauer",Unavailable
953694,1963-02-19,948019,Davis-Kim,Available
560478,1974-12-19,78286,"Patterson, Terry and Becker",Available
953696,1940-08-26,450739,Bass LLC,Available
36193,1990-03-03,531351,"Waters, Wilson and Gray",Unavailable
167270,1940-10-18,341801,"Martin, Lara and Sanchez",Available
429416,1968-03-09,313879,Flores Group,Unavailable
560488,1933-08-24,253260,Moore-Bates,Unavailable
822634,1929-01-10,412360,"Frazier, Massey and Riley",Available
953708,1955-11-11,22921,Kim-Bailey,Unavailable
298353,1976-02-07,31515,"Brooks, Todd and Andrews",Available
560498,2011-10-30,441203,Owens-Hall,Available
953714,1971-10-30,573877,"Boone, Garcia and York",Unavailable
167285,1990-03-16,927517,Morris-Stewart,Available
822646,1935-07-09,469488,Hernandez-Ford,Unavailable
560501,2013-09-24,455230,Hawkins-Hoover,Unavailable
953719,1959-11-16,694415,Edwards-Duke,Available
560505,1950-09-05,132295,Montgomery and Sons,Unavailable
953724,1983-06-15,659868,Jones Group,Unavailable
36222,2020-07-01,981502,Smith-Jones,Available
167294,1937-12-28,629833,Saunders-Johnson,Available
560515,1914-03-19,995740,Bass PLC,Available
167300,1930-02-26,22041,"Johnson, Johnson and Gibbs",Unavailable
298374,1935-11-12,836595,"Barton, Graham and Graves",Available
36230,1924-05-28,310836,Glover-Barnett,Available
298376,1909-05-23,110671,Orr Group,Available
953735,1920-05-06,999467,"George, Mooney and Sawyer",Unavailable
36235,1980-05-07,150864,Frey-Gomez,Available
560530,1975-01-22,988076,Mills Ltd,Unavailable
298395,1994-06-04,99338,Peters-Roberts,Available
36251,1974-01-10,17466,Mooney Ltd,Unavailable
429471,1944-04-02,116799,Richardson-Miranda,Unavailable
298403,1938-04-30,80807,"Miller, Dalton and Scott",Available
429475,1967-05-11,524195,Mcpherson and Sons,Available
691620,1903-01-31,811003,"Gonzalez, Washington and Baker",Unavailable
429482,2004-02-15,253260,"Ingram, White and Mills",Unavailable
822701,1993-10-06,536342,Dunn Group,Unavailable
822702,1936-07-29,858117,Foster-Stanley,Unavailable
36271,1987-01-30,961349,"Burns, Lee and Yoder",Available
429488,1900-10-16,929823,"Morales, Rivera and Hebert",Unavailable
429495,1958-10-03,913079,"King, Johnson and Durham",Available
822715,1924-05-02,840315,Burke-Olson,Available
560574,1963-01-02,550120,Burns Group,Available
429507,1900-04-13,974284,Ortega PLC,Available
167365,1999-12-22,761207,"Robinson, Mueller and Vega",Unavailable
167368,1957-10-04,719378,"Smith, Benton and Mcgrath",Unavailable
822735,1921-12-28,833503,Robinson and Sons,Unavailable
429527,1991-06-19,633324,Rasmussen Ltd,Unavailable
953816,2011-10-07,423728,Blankenship Group,Available
560606,1904-03-29,155196,Jones-Williams,Available
953823,1960-10-29,207260,Holt PLC,Available
822751,1986-01-22,794846,Campbell LLC,Unavailable
822754,2001-04-30,478639,Schmidt-Johnson,Available
560613,1980-09-21,844881,Ayala-Thompson,Unavailable
36326,1900-07-18,844885,"Johnson, Glass and Simmons",Available
298469,1925-03-10,365723,Noble Inc,Available
953836,1986-11-01,154493,Chavez LLC,Available
298477,1901-06-22,663038,Davis Ltd,Available
822765,1961-11-29,778200,Robinson Ltd,Unavailable
167407,1923-04-18,285912,"Price, Burton and Brown",Unavailable
429553,1960-12-20,785191,"Estrada, Baldwin and Cummings",Available
167416,1949-02-09,903753,Gardner-Nunez,Available
560645,1906-06-25,978853,"Brown, Barnes and Perez",Unavailable
298507,1970-01-21,502125,Roach Group,Available
36366,1914-09-21,749845,Jacobs-Luna,Unavailable
691731,2022-03-16,872701,"Cook, Coleman and Bowman",Unavailable
560660,1940-12-05,488862,Brown-Page,Available
822806,1905-12-26,559847,Davis-Matthews,Available
298521,1968-09-27,651464,"Ray, Macias and Luna",Unavailable
822810,1902-10-25,406408,"Torres, Walker and Richardson",Available
298526,2007-06-11,988076,Myers-Clark,Unavailable
560671,2007-03-10,384719,Smith Ltd,Available
36390,1964-11-02,577860,Simpson-Campbell,Available
36391,1902-01-05,694415,Diaz PLC,Unavailable
298535,2003-08-20,947764,"Davis, Duran and Matthews",Available
298537,1990-11-15,952775,Gross Ltd,Available
429613,1956-04-22,509674,Michael-Woods,Unavailable
560690,1918-01-30,580973,Wolf and Sons,Unavailable
36406,1997-07-08,570228,Thompson PLC,Available
560709,1907-01-23,918856,Freeman-Lang,Available
298565,1967-09-27,787775,"Cohen, Tran and Martin",Available
298568,2012-01-11,805592,Lopez Inc,Unavailable
822857,1975-07-18,206901,Evans and Sons,Unavailable
953929,1977-10-04,136631,Hansen Inc,Available
36426,2005-05-16,248381,"Chapman, Hess and Shepard",Available
429645,1997-02-18,722874,"Ingram, Christensen and Carter",Available
298578,2013-10-30,295821,"Bishop, Powers and Butler",Unavailable
691795,2013-06-02,18644,Henry-Blankenship,Available
167518,2019-11-26,576678,Reid PLC,Unavailable
298592,1919-10-05,69117,Smith-Campos,Available
298597,1914-02-17,167352,Simmons-Turner,Available
691814,2005-07-12,215896,Rodriguez Group,Unavailable
822887,1945-05-17,867813,Clayton-Smith,Unavailable
822888,1973-12-12,696882,Garza-Hayes,Available
822889,1930-08-23,505489,Collins Inc,Available
298612,1900-12-12,641715,Morris LLC,Unavailable
36482,1913-09-13,710116,Fleming PLC,Unavailable
953992,1912-10-19,871245,Hernandez-Evans,Unavailable
36490,1906-04-09,472257,Wright-Bryant,Available
953999,1950-08-10,993175,Alvarez-Ferguson,Available
560785,1902-11-29,450005,Diaz-Gutierrez,Available
429714,2019-09-02,754652,"Martin, Good and Terry",Unavailable
954005,1982-09-04,358070,Fowler-Tate,Unavailable
36502,1901-03-31,871616,Williams-White,Unavailable
560793,1917-09-13,464868,Simpson PLC,Unavailable
822938,1945-12-09,215620,"Reed, Simmons and Young",Unavailable
691867,1928-12-01,522190,Hendricks-Brown,Unavailable
822939,1917-06-12,613783,Thomas and Sons,Unavailable
429723,1983-02-20,974284,Cantu-Nixon,Available
429733,2021-04-12,117086,Davis-Wade,Available
822952,1915-02-28,878854,"Johnson, Stephens and Johnson",Unavailable
691890,1914-12-13,968932,Molina-Guzman,Available
167610,1979-06-03,713917,"Marshall, Ramirez and Patterson",Available
822971,2008-05-12,278874,Maynard Group,Unavailable
298684,1995-10-24,354407,Olson Inc,Unavailable
560829,1968-03-07,516923,Acosta Group,Unavailable
691907,1998-02-19,661379,Edwards Inc,Unavailable
954056,1920-10-30,450739,"Johnson, Martinez and Johnson",Available
36553,1933-06-29,515703,Anderson LLC,Available
36552,1948-05-01,114752,Garcia-Mcmillan,Available
822990,1971-05-14,532219,"Weber, Carlson and Butler",Unavailable
298704,1995-12-21,485723,"May, Bradley and Butler",Unavailable
691921,1928-06-29,870130,Sullivan-Rivera,Available
691922,1999-02-13,855786,"Stephenson, Sellers and Williams",Available
