checkout_id,issue_date,due_date,actual_return_date,fine,unique_book_id2,customer_id_card_number2
2240,2023-01-20,2023-03-31,2023-04-12,0.0,728015,17896
2241,2023-02-19,2023-02-21,2023-04-07,0.0,231381,19177
2242,2023-03-11,2023-03-22,2023-04-10,0.0,711003,18702
2243,2023-03-22,2023-05-05,2023-05-06,0.0,167047,2296
2244,2023-02-02,2023-04-26,2023-05-01,0.0,252123,4275
2245,2023-04-14,2023-04-30,2023-05-06,0.0,847877,21372
2246,2023-01-31,2023-05-06,2023-05-07,0.0,50284,2999
2247,2023-03-23,2023-03-28,2023-04-09,0.0,235700,9801
2248,2023-04-20,2023-04-21,2023-04-25,0.0,363432,17888
2249,2023-02-17,2023-04-28,2023-05-03,0.0,454034,3319
2250,2023-04-05,2023-05-02,2023-05-06,0.0,249240,324
2251,2023-03-19,2023-05-03,2023-05-06,0.0,995343,3589
2252,2023-01-06,2023-02-18,2023-03-30,0.0,740347,17036
2253,2023-03-14,2023-03-20,2023-04-18,0.0,878021,8653
2254,2023-01-19,2023-02-19,2023-04-13,0.0,965203,86
2255,2023-02-01,2023-05-04,2023-05-06,0.0,385870,24101
2256,2023-02-13,2023-03-22,2023-03-31,0.0,433233,3933
2257,2023-04-06,2023-04-29,2023-04-30,0.0,28452,15607
2258,2023-02-10,2023-04-08,2023-04-11,0.0,769350,7349
2259,2023-03-05,2023-05-05,2023-05-06,0.0,304389,22045
2260,2023-04-04,2023-04-12,2023-04-14,0.0,201839,13251
2261,2023-04-10,2023-04-17,2023-04-30,0.0,497218,13732
2262,2023-03-24,2023-03-31,2023-04-21,0.0,659311,7074
2263,2023-01-10,2023-04-20,2023-05-04,0.0,771558,22963
2264,2023-04-25,2023-04-29,2023-05-02,0.0,862426,14039
2265,2023-01-12,2023-04-16,2023-04-18,0.0,900196,13939
2266,2023-01-18,2023-01-30,2023-04-08,0.0,160552,7702
2267,2023-01-30,2023-03-13,2023-04-24,0.0,234845,8298
2268,2023-01-24,2023-04-18,2023-04-25,0.0,8598,14769
2269,2023-01-28,2023-02-04,2023-04-12,0.0,628725,19733
2270,2023-03-14,2023-04-20,2023-04-27,0.0,834289,7686
2271,2023-03-11,2023-03-17,2023-04-21,0.0,394803,8338
2272,2023-03-24,2023-04-14,2023-04-29,0.0,815047,14083
2273,2023-03-22,2023-04-21,2023-05-01,0.0,461602,6987
2274,2023-03-09,2023-03-31,2023-04-07,0.0,377616,3991
2275,2023-03-04,2023-03-22,2023-04-08,0.0,162078,828
2276,2023-03-13,2023-04-04,2023-04-27,0.0,229381,24959
2277,2023-03-09,2023-04-28,2023-04-30,0.0,851724,19623
2278,2023-04-16,2023-04-20,2023-05-01,0.0,909700,9434
2279,2023-04-03,2023-04-19,2023-05-01,0.0,189443,15985
2280,2023-04-04,2023-04-09,2023-05-04,0.0,698622,6184
2281,2023-04-12,2023-04-27,2023-05-06,0.0,994569,20435
2282,2023-03-24,2023-04-14,2023-04-25,0.0,681431,22919
2283,2023-04-29,2023-04-30,2023-05-06,0.0,747320,7608
2284,2023-01-23,2023-04-11,2023-05-02,0.0,345961,38
2285,2023-01-22,2023-04-15,2023-05-02,0.0,239742,17414
2286,2023-03-25,2023-04-10,2023-04-11,0.0,431132,1830
2287,2023-01-07,2023-04-27,2023-04-28,0.0,138140,9000
2288,2023-03-28,2023-04-07,2023-04-19,0.0,459429,10775
2289,2023-04-24,2023-04-26,2023-05-02,0.0,674435,21182
2290,2023-04-20,2023-04-26,2023-05-06,0.0,371121,10918
2291,2023-02-02,2023-03-13,2023-05-03,0.0,937525,22534
2292,2023-02-01,2023-03-11,2023-03-25,0.0,115786,16194
2293,2023-02-13,2023-05-01,2023-05-06,0.0,694881,16945
2294,2023-03-30,2023-04-11,2023-04-27,0.0,739789,1137
2295,2023-02-10,2023-04-25,2023-04-26,0.0,724043,21820
2296,2023-01-09,2023-03-10,2023-04-28,0.0,776903,7335
2297,2023-02-04,2023-04-23,2023-05-03,0.0,690780,22064
2298,2023-03-20,2023-04-04,2023-04-21,0.0,540102,9374
2299,2023-03-23,2023-04-23,2023-05-06,0.0,774290,3574
2300,2023-02-23,2023-04-24,2023-05-01,0.0,238580,21970
2301,2023-01-22,2023-03-29,2023-04-08,0.0,852510,19151
2302,2023-04-19,2023-05-04,2023-05-06,0.0,667630,10564
2303,2023-01-14,2023-03-29,2023-05-03,0.0,47807,22931
2304,2023-03-21,2023-04-25,2023-04-26,0.0,169052,5823
2305,2023-01-15,2023-03-04,2023-04-03,0.0,188123,6218
2306,2023-04-24,2023-05-06,2023-05-07,0.0,315834,12232
2307,2023-01-31,2023-05-04,2023-05-06,0.0,547848,11010
2308,2023-04-18,2023-05-06,2023-05-07,0.0,833409,21545
2309,2023-03-13,2023-04-19,2023-04-27,0.0,122298,5010
2310,2023-03-29,2023-04-24,2023-05-03,0.0,576572,18064
2311,2023-02-04,2023-04-28,2023-05-06,0.0,865677,5387
2312,2023-04-17,2023-05-06,2023-05-07,0.0,170908,314
2313,2023-01-11,2023-01-15,2023-02-25,0.0,292402,22959
2314,2023-01-10,2023-02-08,2023-02-28,0.0,998948,24819
2315,2023-04-18,2023-04-22,2023-05-06,0.0,74112,7396
2316,2023-04-23,2023-04-27,2023-05-04,0.0,705979,15031
2317,2023-01-09,2023-01-28,2023-02-09,0.0,481338,19431
2318,2023-04-27,2023-05-04,2023-05-05,0.0,319242,22730
2319,2023-01-15,2023-04-25,2023-05-01,0.0,878572,15942
2320,2023-03-16,2023-05-02,2023-05-06,0.0,577562,24969
2321,2023-04-20,2023-04-21,2023-05-03,0.0,415354,19182
2322,2023-03-30,2023-04-07,2023-04-12,0.0,961931,6542
2323,2023-01-01,2023-04-09,2023-04-29,0.0,261762,976
2324,2023-03-30,2023-04-04,2023-04-26,0.0,89263,21798
2325,2023-02-19,2023-04-26,2023-05-03,0.0,362228,5137
2326,2023-03-07,2023-04-28,2023-05-06,0.0,775110,10859
2327,2023-03-31,2023-04-23,2023-04-29,0.0,977973,13007
2328,2023-02-07,2023-03-11,2023-04-16,0.0,534027,770
2329,2023-03-20,2023-03-23,2023-04-27,0.0,511546,13220
2330,2023-03-26,2023-04-22,2023-04-27,0.0,410369,2904
2331,2023-03-13,2023-04-24,2023-05-01,0.0,891426,19070
2332,2023-04-15,2023-04-16,2023-04-20,0.0,363083,3263
2333,2023-03-01,2023-04-12,2023-04-18,0.0,146138,4331
2334,2023-03-17,2023-04-04,2023-04-08,0.0,5950,15958
2335,2023-03-24,2023-04-23,2023-04-30,0.0,140762,16633
2336,2023-02-02,2023-04-20,2023-04-23,0.0,146037,7908
2337,2023-01-31,2023-04-23,2023-05-02,0.0,921115,22245
2338,2023-01-19,2023-03-20,2023-04-18,0.0,467481,19694
2339,2023-03-16,2023-04-24,2023-04-30,0.0,305700,5917
2340,2023-04-22,2023-04-26,2023-05-01,0.0,688794,18517
2341,2023-04-25,2023-05-03,2023-05-05,0.0,600350,4144
2342,2023-04-12,2023-04-14,2023-04-21,0.0,748656,17579
2343,2023-02-15,2023-03-28,2023-03-29,0.0,815373,15560
2344,2023-01-29,2023-04-19,2023-04-21,0.0,825908,17648
2345,2023-01-31,2023-04-02,2023-04-24,0.0,537452,7136
2346,2023-03-07,2023-03-29,2023-04-20,0.0,973450,22663
2347,2023-04-26,2023-05-06,2023-05-07,0.0,252718,16557
2348,2023-04-27,2023-05-01,2023-05-03,0.0,314863,14406
2349,2023-03-13,2023-04-06,2023-04-25,0.0,997992,9849
2350,2023-01-03,2023-02-27,2023-03-29,0.0,493573,4282
2351,2023-01-26,2023-02-01,2023-02-11,0.0,265078,20334
2352,2023-02-13,2023-03-31,2023-04-30,0.0,988161,6494
2353,2023-02-13,2023-02-18,2023-03-02,0.0,15992,18424
2354,2023-03-20,2023-03-24,2023-04-13,0.0,842558,22907
2355,2023-04-01,2023-04-22,2023-04-25,0.0,178178,12275
2356,2023-02-12,2023-04-20,2023-04-26,0.0,519409,24793
2357,2023-03-29,2023-04-06,2023-05-01,0.0,541829,519
2358,2023-01-06,2023-04-09,2023-04-19,0.0,695603,18143
2359,2023-04-01,2023-04-30,2023-05-06,0.0,939204,8847
2360,2023-02-15,2023-03-17,2023-04-22,0.0,389858,3242
2361,2023-01-14,2023-02-09,2023-02-26,0.0,168190,15825
2362,2023-04-08,2023-04-27,2023-05-04,0.0,434697,7375
2363,2023-01-14,2023-01-18,2023-02-09,0.0,222172,20071
2364,2023-01-20,2023-03-26,2023-03-27,0.0,419584,6825
2365,2023-03-07,2023-04-15,2023-04-30,0.0,912391,5293
2366,2023-03-20,2023-03-22,2023-05-03,0.0,72519,17839
2367,2023-03-15,2023-05-05,2023-05-06,0.0,557085,7702
2368,2023-03-22,2023-04-03,2023-04-28,0.0,477532,21325
2369,2023-03-27,2023-04-04,2023-04-07,0.0,895877,12098
2370,2023-01-20,2023-01-28,2023-03-30,0.0,386587,8082
2371,2023-04-26,2023-05-01,2023-05-02,0.0,121104,17585
2372,2023-01-08,2023-03-02,2023-03-29,0.0,903342,10417
2373,2023-01-16,2023-01-26,2023-04-17,0.0,44370,23906
2374,2023-02-22,2023-04-17,2023-04-24,0.0,198742,6405
2375,2023-03-03,2023-03-22,2023-04-01,0.0,574339,2224
2376,2023-04-16,2023-04-21,2023-05-02,0.0,63243,2405
2377,2023-01-26,2023-02-25,2023-03-29,0.0,134111,11269
2378,2023-01-18,2023-03-01,2023-04-17,0.0,803276,21749
2379,2023-01-28,2023-04-26,2023-05-01,0.0,756832,21302
2380,2023-01-11,2023-04-24,2023-04-29,0.0,399085,13659
2381,2023-01-28,2023-03-31,2023-05-02,0.0,300504,4341
2382,2023-02-28,2023-04-29,2023-05-02,0.0,998227,10057
2383,2023-04-02,2023-04-17,2023-04-19,0.0,439288,19428
2384,2023-03-29,2023-04-28,2023-05-06,0.0,163294,10246
2385,2023-04-09,2023-04-14,2023-04-28,0.0,32746,5620
2386,2023-03-23,2023-04-08,2023-04-22,0.0,211707,8771
2387,2023-02-23,2023-03-12,2023-03-27,0.0,907720,5696
2388,2023-04-14,2023-05-02,2023-05-06,0.0,462112,2718
2389,2023-02-10,2023-04-13,2023-04-28,0.0,315814,10212
2390,2023-02-15,2023-04-28,2023-04-30,0.0,376720,5399
2391,2023-02-22,2023-04-01,2023-04-27,0.0,677020,3821
2392,2023-02-18,2023-04-14,2023-04-28,0.0,362464,18420
2393,2023-04-23,2023-05-04,2023-05-05,0.0,556685,11732
2394,2023-04-05,2023-04-30,2023-05-03,0.0,799395,22038
2395,2023-01-16,2023-02-25,2023-04-06,0.0,849795,23844
2396,2023-01-11,2023-01-28,2023-03-27,0.0,19459,4955
2397,2023-04-01,2023-04-26,2023-04-27,0.0,756257,19510
2398,2023-03-30,2023-03-31,2023-04-10,0.0,732602,20238
2399,2023-04-09,2023-04-28,2023-05-03,0.0,375859,13873
2400,2023-03-04,2023-05-06,2023-05-07,0.0,758981,2072
2401,2023-01-01,2023-02-18,2023-04-03,0.0,449960,13951
2402,2023-04-03,2023-04-21,2023-04-30,0.0,725260,17080
2403,2023-02-03,2023-04-21,2023-04-26,0.0,291528,13860
2404,2023-04-03,2023-04-27,2023-05-02,0.0,266528,23547
2405,2023-04-06,2023-04-24,2023-05-02,0.0,564466,17130
2406,2023-03-08,2023-04-16,2023-05-06,0.0,791264,18730
2407,2023-01-26,2023-02-28,2023-04-18,0.0,905573,2548
2408,2023-02-17,2023-04-27,2023-05-01,0.0,768827,21442
2409,2023-02-25,2023-02-28,2023-03-26,0.0,943762,17942
2410,2023-02-15,2023-03-08,2023-04-15,0.0,548438,22650
2411,2023-03-24,2023-03-27,2023-04-06,0.0,717022,772
2412,2023-03-12,2023-04-16,2023-04-23,0.0,14529,19408
2413,2023-02-18,2023-03-20,2023-03-21,0.0,318872,1736
2414,2023-04-16,2023-05-01,2023-05-02,0.0,79870,5613
2415,2023-02-23,2023-03-30,2023-04-08,0.0,49779,21616
2416,2023-02-22,2023-04-06,2023-04-08,0.0,336494,21057
2417,2023-02-16,2023-04-15,2023-04-18,0.0,922484,24219
2418,2023-02-04,2023-04-13,2023-05-01,0.0,470443,4387
2419,2023-03-12,2023-05-03,2023-05-04,0.0,891020,114
2420,2023-02-02,2023-02-09,2023-03-02,0.0,142427,5178
2421,2023-01-29,2023-04-07,2023-04-21,0.0,135260,19046
2422,2023-03-08,2023-04-05,2023-04-28,0.0,580314,17967
2423,2023-03-03,2023-03-09,2023-03-20,0.0,136534,10734
2424,2023-01-25,2023-03-30,2023-04-09,0.0,347266,10792
2425,2023-03-03,2023-05-01,2023-05-03,0.0,405852,1854
2426,2023-02-17,2023-03-28,2023-04-06,0.0,257525,20544
2427,2023-01-23,2023-02-19,2023-03-17,0.0,693098,6022
2428,2023-03-09,2023-03-29,2023-04-09,0.0,41586,20006
2429,2023-03-04,2023-05-03,2023-05-04,0.0,531238,10146
2430,2023-04-22,2023-04-29,2023-05-06,0.0,222262,22719
2431,2023-01-20,2023-02-10,2023-03-20,0.0,787107,19201
2432,2023-04-14,2023-04-23,2023-05-06,0.0,822308,21312
2433,2023-03-11,2023-03-29,2023-04-30,0.0,762543,7753
2434,2023-01-20,2023-02-02,2023-03-01,0.0,983903,1603
2435,2023-01-30,2023-02-28,2023-04-03,0.0,391807,5662
2436,2023-03-21,2023-04-10,2023-05-06,0.0,274944,19761
2437,2023-01-01,2023-02-16,2023-04-09,0.0,181014,19142
2438,2023-01-22,2023-04-11,2023-05-05,0.0,811299,19551
2439,2023-01-07,2023-02-09,2023-02-24,0.0,807326,8260
2440,2023-03-09,2023-03-14,2023-04-02,0.0,876773,12438
2441,2023-02-15,2023-03-09,2023-03-29,0.0,114538,19572
2442,2023-03-17,2023-04-02,2023-04-20,0.0,234512,24525
2443,2023-04-25,2023-04-26,2023-05-05,0.0,204989,23893
2444,2023-04-14,2023-04-15,2023-04-26,0.0,959297,7305
2445,2023-01-10,2023-03-28,2023-04-08,0.0,720155,24910
2446,2023-04-22,2023-04-28,2023-05-06,0.0,898432,9381
2447,2023-01-18,2023-03-29,2023-05-06,0.0,913779,19939
2448,2023-04-07,2023-04-12,2023-04-29,0.0,263092,10843
2449,2023-04-12,2023-04-13,2023-04-24,0.0,628439,22722
2450,2023-01-19,2023-03-06,2023-03-22,0.0,820506,20059
2451,2023-01-26,2023-03-08,2023-03-13,0.0,545653,21650
2452,2023-01-03,2023-04-26,2023-05-03,0.0,807776,14510
2453,2023-03-11,2023-04-15,2023-04-20,0.0,702587,8449
2454,2023-02-28,2023-03-24,2023-04-07,0.0,685788,12768
2455,2023-02-16,2023-03-11,2023-03-30,0.0,679359,19663
2456,2023-02-19,2023-03-23,2023-04-24,0.0,758937,7622
2457,2023-01-02,2023-03-13,2023-04-03,0.0,794627,13710
2458,2023-03-27,2023-04-20,2023-04-23,0.0,897527,22817
2459,2023-04-10,2023-04-14,2023-04-24,0.0,437013,4472
2460,2023-01-05,2023-03-24,2023-03-25,0.0,194492,21020
2461,2023-01-05,2023-02-17,2023-03-29,0.0,196489,13836
2462,2023-02-01,2023-03-12,2023-05-06,0.0,177426,14236
2463,2023-03-24,2023-04-13,2023-05-06,0.0,791482,13691
2464,2023-02-11,2023-03-22,2023-03-29,0.0,668790,24360
2465,2023-02-23,2023-04-03,2023-04-18,0.0,594948,10310
2466,2023-04-09,2023-04-18,2023-04-28,0.0,805046,1172
2467,2023-01-27,2023-04-23,2023-04-25,0.0,921487,10479
2468,2023-01-22,2023-03-22,2023-05-01,0.0,245010,8976
2469,2023-03-05,2023-04-17,2023-04-20,0.0,239372,13401
2470,2023-02-24,2023-04-08,2023-04-20,0.0,669339,17103
2471,2023-04-06,2023-04-22,2023-05-02,0.0,646950,9567
2472,2023-04-12,2023-04-24,2023-05-01,0.0,941564,7306
2473,2023-02-03,2023-04-05,2023-05-04,0.0,225806,10467
2474,2023-01-23,2023-03-12,2023-04-04,0.0,623822,15438
2475,2023-03-23,2023-03-30,2023-04-09,0.0,962192,5924
2476,2023-01-08,2023-05-06,2023-05-07,0.0,365803,12155
2477,2023-04-02,2023-04-30,2023-05-04,0.0,718620,22219
2478,2023-03-05,2023-04-16,2023-04-20,0.0,404640,22505
2479,2023-03-10,2023-04-03,2023-04-13,0.0,484277,15034
2480,2023-01-02,2023-01-09,2023-02-12,0.0,156146,10254
2481,2023-01-27,2023-03-26,2023-05-04,0.0,585574,1149
2482,2023-01-09,2023-03-11,2023-04-26,0.0,613801,6892
2483,2023-03-31,2023-04-06,2023-04-25,0.0,17642,5765
2484,2023-02-23,2023-02-28,2023-03-18,0.0,999510,16207
2485,2023-01-09,2023-03-12,2023-04-24,0.0,112613,5244
2486,2023-02-01,2023-03-19,2023-04-28,0.0,870731,4462
2487,2023-01-12,2023-03-19,2023-04-23,0.0,651769,15886
2488,2023-04-03,2023-04-19,2023-04-22,0.0,856099,1456
2489,2023-03-27,2023-04-08,2023-05-05,0.0,172984,9976
2490,2023-03-23,2023-03-27,2023-03-31,0.0,821334,11796
2491,2023-02-17,2023-04-20,2023-05-04,0.0,588462,13994
2492,2023-01-21,2023-02-09,2023-03-24,0.0,469872,17507
2493,2023-03-20,2023-04-25,2023-05-02,0.0,81613,16744
2494,2023-01-07,2023-04-01,2023-04-22,0.0,752730,7006
2495,2023-03-03,2023-04-08,2023-04-21,0.0,929450,19296
2496,2023-02-09,2023-02-18,2023-05-03,0.0,925460,4523
2497,2023-03-31,2023-04-04,2023-04-18,0.0,186781,15016
2498,2023-03-10,2023-03-11,2023-03-16,0.0,148446,11219
2499,2023-01-25,2023-04-29,2023-05-06,0.0,46551,9585
2500,2023-01-18,2023-03-02,2023-03-18,0.0,538522,12606
2501,2023-03-24,2023-04-02,2023-04-23,0.0,791670,23129
2502,2023-01-12,2023-05-03,2023-05-04,0.0,582207,4643
2503,2023-04-06,2023-04-09,2023-04-17,0.0,856189,6933
2504,2023-02-20,2023-04-14,2023-04-29,0.0,920305,15950
2505,2023-02-23,2023-05-04,2023-05-06,0.0,96994,7624
2506,2023-01-19,2023-03-06,2023-04-01,0.0,520870,6399
2507,2023-02-17,2023-03-23,2023-04-21,0.0,580961,21019
2508,2023-03-05,2023-05-06,2023-05-07,0.0,891712,24539
2509,2023-03-13,2023-05-01,2023-05-02,0.0,456373,14488
2510,2023-04-21,2023-05-05,2023-05-06,0.0,421633,9022
2511,2023-03-11,2023-05-01,2023-05-02,0.0,567939,16929
2512,2023-02-10,2023-03-23,2023-04-13,0.0,843779,14792
2513,2023-04-16,2023-04-21,2023-04-26,0.0,688578,11488
2514,2023-04-22,2023-05-03,2023-05-04,0.0,342657,7527
2515,2023-02-15,2023-05-01,2023-05-05,0.0,77664,6158
2516,2023-01-22,2023-02-24,2023-05-01,0.0,756956,4182
2517,2023-04-16,2023-04-30,2023-05-05,0.0,817627,8103
2518,2023-02-26,2023-04-18,2023-04-26,0.0,174284,1452
2519,2023-03-25,2023-04-09,2023-04-15,0.0,626128,22074
2520,2023-04-18,2023-04-25,2023-04-29,0.0,549629,17236
2521,2023-01-14,2023-03-07,2023-03-16,0.0,823626,23166
2522,2023-03-24,2023-04-09,2023-04-15,0.0,740335,9387
2523,2023-02-07,2023-04-20,2023-04-24,0.0,126556,15149
2524,2023-02-16,2023-04-22,2023-05-06,0.0,691207,21033
2525,2023-04-06,2023-04-28,2023-05-05,0.0,911291,24433
2526,2023-04-03,2023-04-23,2023-04-27,0.0,259064,1331
2527,2023-03-10,2023-04-10,2023-04-16,0.0,1694,693
2528,2023-04-15,2023-05-06,2023-05-07,0.0,179827,24506
2529,2023-04-13,2023-05-04,2023-05-06,0.0,580351,18348
2530,2023-03-04,2023-04-27,2023-04-29,0.0,747653,2287
2531,2023-04-17,2023-04-23,2023-05-01,0.0,111839,1566
2532,2023-03-30,2023-04-21,2023-04-28,0.0,507770,21212
2533,2023-03-09,2023-03-21,2023-05-05,0.0,957718,23179
2534,2023-02-06,2023-03-24,2023-04-18,0.0,998843,3976
2535,2023-03-14,2023-03-18,2023-04-21,0.0,996315,6038
2536,2023-03-13,2023-03-24,2023-04-01,0.0,502677,20002
2537,2023-01-12,2023-03-10,2023-04-22,0.0,181673,13160
2538,2023-01-20,2023-02-25,2023-05-02,0.0,294595,20866
2539,2023-03-29,2023-04-17,2023-04-24,0.0,665862,18620
2540,2023-02-23,2023-04-30,2023-05-01,0.0,957426,20080
2541,2023-04-15,2023-04-20,2023-04-27,0.0,508708,22427
2542,2023-02-18,2023-03-26,2023-05-02,0.0,719047,14695
2543,2023-01-24,2023-04-24,2023-05-02,0.0,573044,10659
2544,2023-03-24,2023-04-03,2023-04-29,0.0,58347,12263
2545,2023-03-23,2023-04-25,2023-05-06,0.0,705864,17275
2546,2023-03-31,2023-04-26,2023-05-05,0.0,188682,21716
2547,2023-02-27,2023-04-04,2023-04-21,0.0,684839,11673
2548,2023-02-05,2023-02-16,2023-03-16,0.0,323571,5328
2549,2023-03-16,2023-03-21,2023-04-28,0.0,345123,20490
2550,2023-04-23,2023-04-30,2023-05-04,0.0,527734,12851
2551,2023-01-02,2023-01-22,2023-01-31,0.0,268988,4838
2552,2023-03-17,2023-03-31,2023-04-05,0.0,700137,9294
2553,2023-03-03,2023-05-06,2023-05-07,0.0,531576,23467
2554,2023-02-08,2023-04-03,2023-04-29,0.0,568405,3356
2555,2023-02-08,2023-02-24,2023-05-01,0.0,252953,3208
2556,2023-03-16,2023-05-01,2023-05-02,0.0,343795,15052
2557,2023-03-13,2023-03-15,2023-04-03,0.0,685199,4100
2558,2023-02-23,2023-03-22,2023-04-30,0.0,10472,12548
2559,2023-03-03,2023-05-03,2023-05-06,0.0,257442,24130
2560,2023-02-09,2023-02-23,2023-05-05,0.0,667726,5301
2561,2023-01-30,2023-04-19,2023-05-06,0.0,913087,24523
2562,2023-02-23,2023-04-05,2023-04-19,0.0,474712,5586
2563,2023-03-22,2023-04-20,2023-04-29,0.0,18336,20252
2564,2023-04-29,2023-04-30,2023-05-02,0.0,855718,19662
2565,2023-01-25,2023-04-19,2023-04-23,0.0,570217,7323
2566,2023-04-09,2023-05-04,2023-05-05,0.0,662739,1475
2567,2023-01-11,2023-04-21,2023-05-05,0.0,957139,21271
2568,2023-04-19,2023-04-26,2023-05-01,0.0,968157,20003
2569,2023-03-03,2023-04-19,2023-04-23,0.0,440822,10571
2570,2023-01-05,2023-03-15,2023-03-20,0.0,446103,22425
2571,2023-03-30,2023-04-12,2023-04-23,0.0,710992,23856
2572,2023-01-30,2023-02-26,2023-04-07,0.0,701519,8489
2573,2023-03-09,2023-04-13,2023-04-26,0.0,399588,20218
2574,2023-04-11,2023-04-27,2023-05-02,0.0,963634,17719
2575,2023-02-26,2023-04-01,2023-04-29,0.0,569424,10554
2576,2023-04-20,2023-04-29,2023-05-06,0.0,971220,17769
2577,2023-02-19,2023-04-20,2023-04-24,0.0,470100,10097
2578,2023-03-10,2023-04-11,2023-04-18,0.0,979173,19873
2579,2023-04-27,2023-04-29,2023-05-06,0.0,224359,21030
2580,2023-01-27,2023-03-24,2023-03-29,0.0,955307,21497
2581,2023-01-13,2023-03-18,2023-04-29,0.0,505483,9822
2582,2023-04-19,2023-04-24,2023-04-29,0.0,467625,15872
2583,2023-04-29,2023-04-30,2023-05-01,0.0,749226,1385
2584,2023-04-27,2023-04-29,2023-05-01,0.0,408517,2128
2585,2023-04-13,2023-04-19,2023-04-24,0.0,325756,15957
2586,2023-03-11,2023-03-23,2023-05-05,0.0,522060,1032
2587,2023-01-15,2023-03-14,2023-04-23,0.0,485606,24211
2588,2023-04-10,2023-04-27,2023-05-01,0.0,661629,354
2589,2023-04-23,2023-04-28,2023-05-04,0.0,13166,17445
2590,2023-03-29,2023-04-26,2023-05-04,0.0,247542,8202
2591,2023-01-14,2023-04-19,2023-04-21,0.0,264381,14399
2592,2023-01-21,2023-04-08,2023-04-25,0.0,471577,10754
2593,2023-01-11,2023-04-08,2023-04-24,0.0,914652,13609
2594,2023-04-21,2023-05-06,2023-05-07,0.0,771438,13525
2595,2023-01-04,2023-03-18,2023-04-10,0.0,350073,8317
2596,2023-04-08,2023-05-06,2023-05-07,0.0,701466,21734
2597,2023-04-24,2023-04-30,2023-05-02,0.0,352402,19428
2598,2023-01-26,2023-02-15,2023-03-15,0.0,857862,2744
2599,2023-03-01,2023-04-17,2023-04-20,0.0,90159,12744
2600,2023-04-03,2023-04-16,2023-05-02,0.0,927907,1149
2601,2023-02-09,2023-03-31,2023-04-23,0.0,843595,4817
2602,2023-02-13,2023-02-27,2023-04-26,0.0,322876,23779
2603,2023-03-16,2023-03-24,2023-05-05,0.0,736333,14155
2604,2023-03-20,2023-05-03,2023-05-05,0.0,692620,18536
2605,2023-04-24,2023-05-06,2023-05-07,0.0,430840,3830
2606,2023-03-15,2023-05-03,2023-05-04,0.0,266913,9496
2607,2023-02-24,2023-03-03,2023-05-05,0.0,434990,3497
2608,2023-04-06,2023-04-13,2023-04-21,0.0,136701,23098
2609,2023-01-22,2023-02-07,2023-02-22,0.0,161329,13690
2610,2023-03-19,2023-04-19,2023-04-22,0.0,891397,15442
2611,2023-01-28,2023-03-19,2023-04-01,0.0,737353,22611
2612,2023-01-22,2023-02-26,2023-04-12,0.0,572514,842
2613,2023-01-18,2023-02-13,2023-04-28,0.0,921069,20956
2614,2023-01-15,2023-01-18,2023-02-20,0.0,435042,7233
2615,2023-04-07,2023-04-23,2023-05-04,0.0,470139,21950
2616,2023-01-14,2023-02-17,2023-02-20,0.0,179843,863
2617,2023-04-22,2023-04-24,2023-05-02,0.0,352464,19826
2618,2023-04-04,2023-04-11,2023-04-18,0.0,756565,22319
2619,2023-03-08,2023-03-11,2023-04-20,0.0,122232,5471
2620,2023-01-26,2023-04-18,2023-04-28,0.0,104468,6398
2621,2023-03-07,2023-04-16,2023-04-25,0.0,560384,20480
2622,2023-04-24,2023-05-06,2023-05-07,0.0,562806,12127
2623,2023-04-29,2023-05-04,2023-05-05,0.0,607327,1658
2624,2023-02-12,2023-04-11,2023-04-25,0.0,227132,5891
2625,2023-01-28,2023-04-09,2023-04-26,0.0,874699,12497
2626,2023-04-11,2023-04-19,2023-05-01,0.0,993190,8407
2627,2023-02-12,2023-03-04,2023-03-27,0.0,494227,1085
2628,2023-04-19,2023-05-03,2023-05-06,0.0,2750,6525
2629,2023-04-28,2023-05-01,2023-05-06,0.0,166728,3234
2630,2023-03-22,2023-04-08,2023-04-29,0.0,968637,1187
2631,2023-01-04,2023-03-24,2023-05-04,0.0,956717,6968
2632,2023-01-21,2023-03-03,2023-04-20,0.0,75521,17343
2633,2023-04-18,2023-04-29,2023-05-01,0.0,886609,23945
2634,2023-02-07,2023-04-08,2023-04-19,0.0,51433,20222
2635,2023-01-06,2023-01-17,2023-04-11,0.0,779960,14041
2636,2023-03-07,2023-04-16,2023-04-27,0.0,509839,1653
2637,2023-04-27,2023-05-03,2023-05-06,0.0,725410,3500
2638,2023-03-17,2023-04-23,2023-05-03,0.0,538453,21344
2639,2023-01-07,2023-02-06,2023-03-31,0.0,835977,23480
2640,2023-02-21,2023-03-03,2023-03-31,0.0,955157,368
2641,2023-03-16,2023-04-28,2023-04-29,0.0,963478,7263
2642,2023-02-15,2023-04-26,2023-04-29,0.0,558498,18152
2643,2023-04-19,2023-04-22,2023-04-29,0.0,698575,18217
2644,2023-04-12,2023-04-25,2023-04-28,0.0,72983,16573
2645,2023-04-25,2023-05-04,2023-05-06,0.0,778953,24833
2646,2023-01-23,2023-03-31,2023-04-05,0.0,779149,3603
2647,2023-01-23,2023-02-24,2023-03-22,0.0,218293,5010
2648,2023-03-24,2023-03-31,2023-04-25,0.0,250924,4761
2649,2023-01-04,2023-01-22,2023-04-13,0.0,718550,11451
